"annee" "code_region" "nom_region" "code_categorie_consommation" "code_grand_secteur" "conso_totale_(mwh)" "conso_moyenne_(mwh)"
"2018" "76" "Occitanie" "ENT" "TERTIAIRE" 8726.81946879462 138.520943949121
"2018" "76" "Occitanie" "PRO" "INCONNU" 690513.201895099 7.3177041806564
"2018" "52" "Pays De La Loire" "ENT" "INDUSTRIE" 466071.71460416 1612.70489482408
"2018" "52" "Pays De La Loire" "ENT" "INDUSTRIE" 62648.7711819431 935.056286297659
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 22973.1168635244 132.029407261635
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 44696.1078461354 565.773517039689
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 30864.6531653346 179.445657937992
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 39700.5827665386 810.215974827317
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 2062.69966755057 187.518151595506
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 55504.0334797955 250.018168827908
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 225875.797515134 214.506930213803
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 170965.825945835 202.326421237675
"2018" "52" "Pays De La Loire" "ENT" "TERTIAIRE" 4511.95267316228 75.1992112193714
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "INDUSTRIE" 2228.64028054841 89.1456112219365
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "INDUSTRIE" 53016.4546514515 81.6894524675678
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 275.562748062286 30.6180831180318
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 1290189.69013294 335.288381011678
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 640168.938507887 291.118207597948
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 289533.798371366 274.179733306218
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 231121.720956847 270.951607217875
"2018" "93" "Provence-Alpes-Côte D'azur" "ENT" "TERTIAIRE" 71018.7699113345 140.076469253125
"2018" "11" "Île-De-France" "ENT" "INDUSTRIE" 273791.678966528 947.376051787295
"2018" "11" "Île-De-France" "ENT" "INDUSTRIE" 62163.9799786135 390.96842753845
